p3_桃儲_last,p3_停泵日期_last,p3_取樣時間_last,p3_檢驗完成時間_last,p3_靜置H_last,p3_導電度_last,p3_溫度℃_last,p3_密度ｋｇ／ｍ３_last,p4_起泵時間_last,p4_停泵時間_last,p4_start_vol_last,p4_end_vol_last,p4_油溫℃_last,p4_管線壓力Kg/cm2_last,p4_管線溫度℃_last,p4_即時流速(KL/HR)_last,p4_input_管線壓力Kg/cm2_last,p4_input_管線溫度℃_last,p4_EC_end_last,p4_EC_mean_last,p4_EC_median_last,p4_EC_max_last,p4_EC_min_last,p2_起泵時間,p2_停泵時間,p2_油量增加比例,p2_start_vol,p2_end_vol,p2_壓力Kg/cm2,p2_管線溫度℃,p2_即時流速(KL/HR),p2_EC_mean,p2_EC_median,p2_EC_max,p2_EC_min,p3_停泵日期,p3_取樣時間,p3_檢驗完成時間,p3_靜置H,p3_導電度,p3_溫度℃,p3_密度ｋｇ／ｍ３,p4_起泵時間,p4_停泵時間,p4_start_vol,p4_end_vol,p4_油溫℃,p4_管線壓力Kg/cm2,p4_管線溫度℃,p4_即時流速(KL/HR),p4_input_管線壓力Kg/cm2,p4_input_管線溫度℃,p4_EC_end,p4_EC_mean,p4_EC_median,p4_EC_max,p4_EC_min
T-A403,2021-07-20 00:00:00,2021-07-22 04:30:00,2021-07-22 05:30:00,50.0,260.0,29.8,787.3,2021-07-24 21:51:13,2021-07-25 17:03:00,6480.709,1579.703,29.235,8.5759,32.878750000000004,256.7564999999999,3.722999999999999,29.606250000000006,301.0,292.0,298.5,301.0,292.0,2021-07-25 22:49:00,2021-07-26 19:00:00,4.163819044733919,1584.48,6597.488,2.0963478260869564,29.794565217391305,216.46217391304347,301.0,301.0,313.0,298.0,2021-07-26 00:00:00,2021-07-29 02:30:00,2021-07-29 03:30:00,55.0,298.0,30.2,787.3,2021-08-01 16:08:21,2021-08-02 11:39:00,6533.791,1548.385,30.38947368421053,8.192368421052633,33.96447368421053,255.54315789473688,3.4084210526315792,29.802631578947373,280.0,282.4,280.0,282.4,280.0
T-A404,2021-07-16 00:00:00,2021-07-18 06:10:00,2021-07-18 07:10:00,32.0,290.0,29.4,785.9,2021-07-18 20:24:32,2021-07-19 19:22:00,6530.469,1517.158,29.610000000000007,8.406499999999998,33.72375,257.8815000000001,3.5445000000000007,29.6475,295.0,298.0,296.5,298.0,295.0,2021-07-27 21:50:00,2021-07-28 03:51:00,1.835714097670133,1709.325,3137.832,1.078375,30.171875,209.240375,303.0,303.0,303.0,303.0,2021-07-30 00:00:00,2021-07-30 04:00:00,2021-07-30 05:00:00,32.0,264.0,29.9,787.4,2021-08-03 16:11:23,2021-08-04 11:44:00,6640.885,1704.016,29.87894736842105,8.433842105263158,33.684210526315795,252.99473684210523,3.752631578947369,29.66842105263157,288.0,287.2,287.6,288.0,270.0
T-A404,2021-07-16 00:00:00,2021-07-18 06:10:00,2021-07-18 07:10:00,32.0,290.0,29.4,785.9,2021-07-18 20:24:32,2021-07-19 19:22:00,6530.469,1517.158,29.610000000000007,8.406499999999998,33.72375,257.8815000000001,3.5445000000000007,29.6475,295.0,298.0,296.5,298.0,295.0,2021-07-28 03:53:00,2021-07-28 18:25:00,2.111317772907422,3147.386,6645.132,1.9237058823529412,29.66029411764705,222.69547058823528,313.7,313.7,313.7,313.7,2021-07-30 00:00:00,2021-07-30 04:00:00,2021-07-30 05:00:00,32.0,264.0,29.9,787.4,2021-08-03 16:11:23,2021-08-04 11:44:00,6640.885,1704.016,29.87894736842105,8.433842105263158,33.684210526315795,252.99473684210523,3.752631578947369,29.66842105263157,288.0,287.2,287.6,288.0,270.0
T-A401,2021-07-22 00:00:00,2021-07-26 03:40:00,2021-07-26 04:40:00,57.0,277.0,29.4,787.3,2021-07-27 19:10:19,2021-07-28 14:38:00,6377.833,1428.031,29.910526315789472,8.360736842105263,33.55394736842105,255.37736842105255,3.5868421052631576,29.585526315789476,352.5,328.0,350.0,352.5,328.0,2021-07-29 02:21:00,2021-07-29 23:24:00,4.556662944209029,1438.118,6553.019,1.4606956521739132,29.698913043478267,239.5032608695652,303.0,304.0,308.0,303.0,2021-08-10 00:00:00,2021-08-13 06:10:00,2021-08-13 07:10:00,77.0,205.0,30.1,785.4,2021-08-14 16:46:26,2021-08-15 11:39:00,6643.266,3531.325,30.231578947368423,8.316631578947367,33.728947368421046,259.5315789473684,3.4031578947368417,29.328947368421066,290.0,271.5,276.0,290.0,271.5
T-A402,2021-07-23 00:00:00,2021-07-28 03:30:00,2021-07-28 04:30:00,90.125,280.0,29.9,787.3,2021-07-28 17:52:01,2021-07-29 12:38:00,6649.878,1869.1,30.10000000000001,8.427894736842104,33.98552631578948,256.5473684210526,3.6189473684210536,29.514473684210525,317.0,306.6,304.0,317.0,295.0,2021-08-01 21:56:00,2021-08-02 17:34:00,3.5114842816677854,1895.112,6654.656,1.8081818181818183,29.66590909090909,226.2235909090909,290.0,290.0,302.0,280.0,2021-08-02 00:00:00,2021-08-05 05:00:00,2021-08-05 06:00:00,59.0,210.0,29.9,787.4,2021-08-08 09:42:38,2021-08-08 12:11:00,2204.062,1591.469,28.7,8.55,31.95,247.815,4.004636904761904,29.25,260.0,238.6,238.6,260.0,238.6
T-A403,2021-07-26 00:00:00,2021-07-29 02:30:00,2021-07-29 03:30:00,55.0,298.0,30.2,787.3,2021-08-01 16:08:21,2021-08-02 11:39:00,6533.791,1548.385,30.38947368421053,8.192368421052633,33.96447368421053,255.54315789473688,3.4084210526315792,29.802631578947373,280.0,282.4,280.0,282.4,280.0,2021-08-03 21:27:00,2021-08-04 18:46:00,4.370990064865753,1522.375,6654.286,1.6162857142857143,29.73333333333333,227.10742857142856,300.6,300.0,310.0,298.0,2021-08-12 00:00:00,2021-08-15 00:30:00,2021-08-15 01:30:00,49.0,259.0,29.8,785.1,2021-08-15 17:59:01,2021-08-16 13:32:00,6610.759,1614.737,29.963157894736835,8.315999999999999,33.613157894736844,254.45368421052632,3.555789473684211,29.281578947368423,240.0,242.3,241.2,253.0,240.0
T-A404,2021-07-30 00:00:00,2021-07-30 04:00:00,2021-07-30 05:00:00,32.0,264.0,29.9,787.4,2021-08-03 16:11:23,2021-08-04 11:44:00,6640.885,1704.016,29.87894736842105,8.433842105263158,33.684210526315795,252.99473684210523,3.752631578947369,29.66842105263157,288.0,287.2,287.6,288.0,270.0,2021-08-05 21:50:00,2021-08-06 18:19:00,3.8847213814497135,1713.041,6654.687,1.722294117647059,29.377941176470586,222.5627647058824,303.3,310.0,316.0,278.0,2021-08-06 00:00:00,2021-08-08 05:00:00,2021-08-08 06:00:00,38.0,250.0,27.8,786.0,2021-08-10 14:15:00,2021-08-11 10:05:00,6648.848,1696.053,28.600000000000005,8.285105263157895,32.498684210526314,254.58631578947364,3.556842105263158,29.175,299.0,306.0,302.0,306.0,297.0
T-A401,2021-07-09 00:00:00,2021-08-01 02:40:00,2021-08-01 03:40:00,51.0,242.0,30.0,787.7,2021-08-05 16:40:46,2021-08-06 12:39:00,6498.871,1465.192,29.68095238095238,8.370476190476191,32.92619047619048,251.0871428571428,3.698571428571429,29.503571428571423,268.0,275.8,268.0,275.8,268.0,2021-08-09 14:21:00,2021-08-10 01:14:00,1.6355688728428197,4068.563,6654.415,1.9358461538461536,30.11730769230769,234.7285384615384,319.7,306.0,319.7,306.0,2021-08-10 00:00:00,2021-08-13 06:10:00,2021-08-13 07:10:00,77.0,205.0,30.1,785.4,2021-08-14 16:46:26,2021-08-15 11:39:00,6643.266,3531.325,30.231578947368423,8.316631578947367,33.728947368421046,259.5315789473684,3.4031578947368417,29.328947368421066,290.0,271.5,276.0,290.0,271.5
T-A402,2021-08-02 00:00:00,2021-08-05 05:00:00,2021-08-05 06:00:00,59.0,210.0,29.9,787.4,2021-08-08 09:42:38,2021-08-08 12:11:00,2204.062,1591.469,28.7,8.55,31.95,247.815,4.004636904761904,29.25,260.0,238.6,238.6,260.0,238.6,2021-08-10 01:15:00,2021-08-10 21:53:00,4.033755439371603,1635.529,6597.324,1.8995909090909089,29.614772727272737,243.0794545454546,302.7,302.4,320.0,293.0,2021-08-10 00:00:00,2021-08-12 04:30:00,2021-08-12 05:30:00,42.0,263.0,29.6,785.5,2021-08-12 18:19:06,2021-08-13 14:01:00,6601.571,2552.296,30.04736842105263,8.321263157894734,33.25921052631579,254.69526315789477,3.561578947368421,29.257894736842097,330.0,337.5,333.0,352.5,330.0
T-A403,2021-08-03 00:00:00,2021-08-07 05:30:00,2021-08-07 06:30:00,58.0,240.0,28.7,785.7,2021-08-08 20:12:24,2021-08-09 15:28:00,6644.2,1677.904,28.36842105263158,8.519947368421054,32.11578947368421,256.732105263158,3.689473684210527,29.178947368421053,282.0,273.2,280.0,282.0,273.2,2021-08-12 09:33:00,2021-08-12 22:54:00,1.6172070788321824,3405.703,5507.727,2.097733333333333,29.84500000000001,234.7536000000001,318.8,313.4,318.8,308.0,2021-08-12 00:00:00,2021-08-15 00:30:00,2021-08-15 01:30:00,49.0,259.0,29.8,785.1,2021-08-15 17:59:01,2021-08-16 13:32:00,6610.759,1614.737,29.963157894736835,8.315999999999999,33.613157894736844,254.45368421052632,3.555789473684211,29.281578947368423,240.0,242.3,241.2,253.0,240.0
T-A404,2021-08-06 00:00:00,2021-08-08 05:00:00,2021-08-08 06:00:00,38.0,250.0,27.8,786.0,2021-08-10 14:15:00,2021-08-11 10:05:00,6648.848,1696.053,28.600000000000005,8.285105263157895,32.498684210526314,254.58631578947364,3.556842105263158,29.175,299.0,306.0,302.0,306.0,297.0,2021-08-12 22:54:00,2021-08-13 06:55:00,2.135305320773976,1687.029,3602.322,1.9476,29.51,242.8757,312.0,315.0,315.0,312.0,2021-08-14 00:00:00,2021-08-16 03:40:00,2021-08-16 04:40:00,30.0,250.0,29.5,785.1,2021-08-18 14:08:27,2021-08-19 09:23:00,6503.926,1510.257,29.77894736842106,8.792421052631578,33.47368421052632,261.0805263157894,3.867368421052632,29.51842105263158,315.0,272.5,266.2,315.0,230.0
T-A404,2021-08-06 00:00:00,2021-08-08 05:00:00,2021-08-08 06:00:00,38.0,250.0,27.8,786.0,2021-08-10 14:15:00,2021-08-11 10:05:00,6648.848,1696.053,28.600000000000005,8.285105263157895,32.498684210526314,254.58631578947364,3.556842105263158,29.175,299.0,306.0,302.0,306.0,297.0,2021-08-14 10:19:00,2021-08-14 21:58:00,1.7531657052992282,3731.317,6541.617,2.443461538461538,29.68846153846153,226.44646153846156,310.5,310.2,310.5,310.0,2021-08-14 00:00:00,2021-08-16 03:40:00,2021-08-16 04:40:00,30.0,250.0,29.5,785.1,2021-08-18 14:08:27,2021-08-19 09:23:00,6503.926,1510.257,29.77894736842106,8.792421052631578,33.47368421052632,261.0805263157894,3.867368421052632,29.51842105263158,315.0,272.5,266.2,315.0,230.0
T-A402,2021-08-10 00:00:00,2021-08-12 04:30:00,2021-08-12 05:30:00,42.0,263.0,29.6,785.5,2021-08-12 18:19:06,2021-08-13 14:01:00,6601.571,2552.296,30.04736842105263,8.321263157894734,33.25921052631579,254.69526315789477,3.561578947368421,29.257894736842097,330.0,337.5,333.0,352.5,330.0,2021-08-14 21:59:00,2021-08-15 17:56:00,3.015811958538287,1645.084,4961.264,1.936,29.6,244.9809523809524,302.7,302.7,315.0,296.0,2021-08-15 00:00:00,2021-08-20 02:22:00,2021-08-20 03:22:00,90.125,270.0,30.0,785.0,2021-08-21 13:52:00,2021-08-22 09:26:00,6474.699,1492.201,30.10000000000001,8.37455,33.85875,255.834,3.5655,29.737499999999997,292.0,296.0,292.0,296.0,290.0
T-A401,2021-08-10 00:00:00,2021-08-13 06:10:00,2021-08-13 07:10:00,77.0,205.0,30.1,785.4,2021-08-14 16:46:26,2021-08-15 11:39:00,6643.266,3531.325,30.231578947368423,8.316631578947367,33.728947368421046,259.5315789473684,3.4031578947368417,29.328947368421066,290.0,271.5,276.0,290.0,271.5,2021-08-15 17:57:00,2021-08-16 05:55:00,1.5551287862167733,1795.922,2792.89,2.093538461538462,29.634615384615383,243.92,308.7,308.7,308.7,308.7,2021-08-16 00:00:00,2021-08-19 03:30:00,2021-08-19 04:30:00,54.0,210.0,29.9,785.0,2021-08-19 17:26:14,2021-08-20 12:32:00,6636.896,1778.934,30.00999999999999,8.4284,33.7075,252.56250000000009,3.7285,29.58375,265.0,267.1,266.0,307.0,265.0
T-A401,2021-08-10 00:00:00,2021-08-13 06:10:00,2021-08-13 07:10:00,77.0,205.0,30.1,785.4,2021-08-14 16:46:26,2021-08-15 11:39:00,6643.266,3531.325,30.231578947368423,8.316631578947367,33.728947368421046,259.5315789473684,3.4031578947368417,29.328947368421066,290.0,271.5,276.0,290.0,271.5,2021-08-17 13:06:00,2021-08-17 21:11:00,1.4113601426296514,4710.381,6648.044,2.2802,30.09,227.38030000000003,319.3,319.3,320.0,319.3,2021-08-22 00:00:00,2021-08-24 04:30:00,2021-08-24 05:30:00,33.0,215.0,30.0,784.9,2021-08-25 16:19:37,2021-08-26 11:54:00,6566.822,1533.674,30.27435897435897,8.428769230769232,33.860897435897435,256.6292307692308,3.608974358974358,29.85,332.0,302.7,302.7,332.0,273.0
T-A403,2021-08-12 00:00:00,2021-08-15 00:30:00,2021-08-15 01:30:00,49.0,259.0,29.8,785.1,2021-08-15 17:59:01,2021-08-16 13:32:00,6610.759,1614.737,29.963157894736835,8.315999999999999,33.613157894736844,254.45368421052632,3.555789473684211,29.281578947368423,240.0,242.3,241.2,253.0,240.0,2021-08-18 22:08:00,2021-08-19 18:57:00,3.683640529323591,1615.798,5952.019,2.146818181818181,29.610227272727272,239.8755,316.7,317.4,328.0,316.7,2021-08-19 00:00:00,2021-08-22 03:00:00,2021-08-22 04:00:00,56.0,200.0,29.9,785.0,2021-08-23 19:04:42,2021-08-24 14:20:00,6644.2,1785.659,30.12105263157895,8.323947368421052,33.8,254.80894736842103,3.5431578947368423,29.7592105263158,285.0,260.2,261.1,285.0,240.0
T-A404,2021-08-14 00:00:00,2021-08-16 03:40:00,2021-08-16 04:40:00,30.0,250.0,29.5,785.1,2021-08-18 14:08:27,2021-08-19 09:23:00,6503.926,1510.257,29.77894736842106,8.792421052631578,33.47368421052632,261.0805263157894,3.867368421052632,29.51842105263158,315.0,272.5,266.2,315.0,230.0,2021-08-19 18:58:00,2021-08-20 05:56:00,2.737483076386983,1526.713,4179.351,1.6470833333333337,29.560416666666672,244.46725,336.7,336.7,336.7,336.7,2021-08-23 00:00:00,2021-08-23 04:40:00,2021-08-23 05:40:00,45.0,259.0,29.6,785.0,2021-08-24 16:39:03,2021-08-25 11:08:00,6656.81,1870.171,29.88947368421052,8.526526315789475,33.685526315789474,260.0999999999999,3.5884210526315794,29.668421052631583,310.0,317.3,319.2,334.0,310.0
T-A404,2021-08-14 00:00:00,2021-08-16 03:40:00,2021-08-16 04:40:00,30.0,250.0,29.5,785.1,2021-08-18 14:08:27,2021-08-19 09:23:00,6503.926,1510.257,29.77894736842106,8.792421052631578,33.47368421052632,261.0805263157894,3.867368421052632,29.51842105263158,315.0,272.5,266.2,315.0,230.0,2021-08-20 20:30:00,2021-08-21 06:55:00,1.5798158034768732,4213.326,6656.279,2.330416666666667,29.722916666666663,216.8139166666667,314.5,314.8,314.8,314.5,2021-08-23 00:00:00,2021-08-23 04:40:00,2021-08-23 05:40:00,45.0,259.0,29.6,785.0,2021-08-24 16:39:03,2021-08-25 11:08:00,6656.81,1870.171,29.88947368421052,8.526526315789475,33.685526315789474,260.0999999999999,3.5884210526315794,29.668421052631583,310.0,317.3,319.2,334.0,310.0
T-A401,2021-08-16 00:00:00,2021-08-19 03:30:00,2021-08-19 04:30:00,54.0,210.0,29.9,785.0,2021-08-19 17:26:14,2021-08-20 12:32:00,6636.896,1778.934,30.00999999999999,8.4284,33.7075,252.56250000000009,3.7285,29.58375,265.0,267.1,266.0,307.0,265.0,2021-08-21 21:04:00,2021-08-22 16:55:00,3.0124331667101627,1793.268,5402.1,1.9931428571428569,29.85714285714285,238.2637619047619,316.9,316.9,330.0,306.0,2021-08-22 00:00:00,2021-08-24 04:30:00,2021-08-24 05:30:00,33.0,215.0,30.0,784.9,2021-08-25 16:19:37,2021-08-26 11:54:00,6566.822,1533.674,30.27435897435897,8.428769230769232,33.860897435897435,256.6292307692308,3.608974358974358,29.85,332.0,302.7,302.7,332.0,273.0
T-A403,2021-08-19 00:00:00,2021-08-22 03:00:00,2021-08-22 04:00:00,56.0,200.0,29.9,785.0,2021-08-23 19:04:42,2021-08-24 14:20:00,6644.2,1785.659,30.12105263157895,8.323947368421052,33.8,254.80894736842103,3.5431578947368423,29.7592105263158,285.0,260.2,261.1,285.0,240.0,2021-08-24 21:10:00,2021-08-25 06:27:00,2.251038100583393,1788.844,4026.756,2.2398333333333333,30.05208333333333,206.36,310.0,312.0,315.0,306.0,2021-08-30 00:00:00,2021-09-01 04:00:00,2021-09-01 05:00:00,29.0,250.0,30.3,784.8,2021-09-02 20:44:13,2021-09-03 16:25:00,6619.252,3530.976,30.466666666666654,8.321142857142858,34.18095238095238,251.4128571428571,3.641904761904761,30.303571428571423,296.0,287.8,292.0,296.0,287.8
T-A403,2021-08-19 00:00:00,2021-08-22 03:00:00,2021-08-22 04:00:00,56.0,200.0,29.9,785.0,2021-08-23 19:04:42,2021-08-24 14:20:00,6644.2,1785.659,30.12105263157895,8.323947368421052,33.8,254.80894736842103,3.5431578947368423,29.7592105263158,285.0,260.2,261.1,285.0,240.0,2021-08-25 22:52:00,2021-08-25 23:25:00,1.6129710864030502,4026.756,6495.041,1.5272499999999998,30.120833333333337,235.60783333333333,328.3,328.3,340.0,328.3,2021-08-30 00:00:00,2021-09-01 04:00:00,2021-09-01 05:00:00,29.0,250.0,30.3,784.8,2021-09-02 20:44:13,2021-09-03 16:25:00,6619.252,3530.976,30.466666666666654,8.321142857142858,34.18095238095238,251.4128571428571,3.641904761904761,30.303571428571423,296.0,287.8,292.0,296.0,287.8
T-A404,2021-08-23 00:00:00,2021-08-23 04:40:00,2021-08-23 05:40:00,45.0,259.0,29.6,785.0,2021-08-24 16:39:03,2021-08-25 11:08:00,6656.81,1870.171,29.88947368421052,8.526526315789475,33.685526315789474,260.0999999999999,3.5884210526315794,29.668421052631583,310.0,317.3,319.2,334.0,310.0,2021-08-25 23:26:00,2021-08-26 17:29:00,3.29544207731576,1886.627,6217.27,1.7028500000000002,29.8625,231.78445,308.2,309.1,314.0,299.0,2021-08-27 00:00:00,2021-08-28 04:30:00,2021-08-28 05:30:00,32.0,270.0,29.9,784.8,2021-08-28 23:18:25,2021-08-29 17:15:00,5031.89,2276.799,30.014285714285705,8.29847619047619,33.77619047619048,252.27857142857144,3.626190476190477,29.828571428571426,305.0,302.7,303.8,311.0,302.7
T-A401,2021-08-22 00:00:00,2021-08-24 04:30:00,2021-08-24 05:30:00,33.0,215.0,30.0,784.9,2021-08-25 16:19:37,2021-08-26 11:54:00,6566.822,1533.674,30.27435897435897,8.428769230769232,33.860897435897435,256.6292307692308,3.608974358974358,29.85,332.0,302.7,302.7,332.0,273.0,2021-08-27 00:23:00,2021-08-27 22:40:00,4.300720699165489,1546.415,6650.699,2.13825,29.925000000000008,225.49641666666665,314.9,315.0,332.0,313.0,2021-08-27 00:00:00,2021-08-29 04:00:00,2021-08-29 05:00:00,32.0,260.0,30.3,784.8,2021-08-29 17:16:07,2021-08-30 12:32:00,6646.982,1787.959,30.42105263157894,8.26736842105263,33.880263157894724,254.91315789473688,3.53,29.984210526315792,300.0,302.5,300.0,302.5,300.0
T-A402,2021-08-15 00:00:00,2021-08-20 02:22:00,2021-08-20 03:22:00,90.125,270.0,30.0,785.0,2021-08-21 13:52:00,2021-08-22 09:26:00,6474.699,1492.201,30.10000000000001,8.37455,33.85875,255.834,3.5655,29.737499999999997,292.0,296.0,292.0,296.0,290.0,2021-08-29 07:02:00,2021-08-29 12:32:00,6.716875167699005,5129.011,7000.0,1.9377142857142853,29.964285714285715,231.37057142857148,306.0,305.5,306.0,305.5,2021-08-29 00:00:00,2021-08-31 04:30:00,2021-08-31 06:00:00,39.0,265.0,30.5,784.9,2021-09-01 16:11:02,2021-09-02 11:34:00,6468.86,2597.418,30.6421052631579,8.42921052631579,34.13026315789473,254.51052631578952,3.696315789473684,30.307894736842105,290.0,300.8,296.0,300.8,290.0
T-A403,2021-08-19 00:00:00,2021-08-22 03:00:00,2021-08-22 04:00:00,56.0,200.0,29.9,785.0,2021-08-27 13:45:18,2021-08-28 09:28:00,6457.884,1475.132,30.081818181818186,8.096090909090911,33.85303030303031,252.8372727272728,3.3751515151515155,30.12272727272726,310.0,303.3,303.0,310.0,300.0,2021-08-30 01:13:00,2021-08-30 22:28:00,4.470441484385441,1481.502,6622.968,1.7558260869565223,30.101086956521748,241.6689565217392,302.6,302.0,306.0,298.0,2021-08-30 00:00:00,2021-09-01 04:00:00,2021-09-01 05:00:00,29.0,250.0,30.3,784.8,2021-09-02 20:44:13,2021-09-03 16:25:00,6619.252,3530.976,30.466666666666654,8.321142857142858,34.18095238095238,251.4128571428571,3.641904761904761,30.303571428571423,296.0,287.8,292.0,296.0,287.8
T-A404,2021-08-27 00:00:00,2021-08-28 04:30:00,2021-08-28 05:30:00,32.0,270.0,29.9,784.8,2021-08-28 23:18:25,2021-08-29 17:15:00,5031.89,2276.799,30.014285714285705,8.29847619047619,33.77619047619048,252.27857142857144,3.626190476190477,29.828571428571426,305.0,302.7,303.8,311.0,302.7,2021-08-30 22:28:00,2021-08-31 18:57:00,4.039073651615816,1630.229,6584.615,2.171227272727273,30.20340909090909,233.20550000000003,310.6,318.0,320.0,310.6,2021-08-31 00:00:00,2021-09-02 04:10:00,2021-09-02 05:10:00,33.0,275.0,30.2,784.8,2021-09-04 14:05:33,2021-09-05 09:27:00,6581.961,2283.17,30.399999999999995,8.40884210526316,34.14473684210526,252.85736842105268,3.722631578947369,30.228947368421053,288.0,289.2,288.0,290.0,284.0
T-A401,2021-08-27 00:00:00,2021-08-29 04:00:00,2021-08-29 05:00:00,32.0,260.0,30.3,784.8,2021-08-29 17:16:07,2021-08-30 12:32:00,6646.982,1787.959,30.42105263157894,8.26736842105263,33.880263157894724,254.91315789473688,3.53,29.984210526315792,300.0,302.5,300.0,302.5,300.0,2021-09-01 11:15:00,2021-09-02 07:25:00,3.5568248301063115,1765.663,6280.154,2.004227272727272,30.26022727272728,228.33609090909093,310.9,310.9,320.0,300.0,2021-09-02 00:00:00,2021-09-04 04:50:00,2021-09-04 04:50:00,46.0,275.0,30.5,784.7,2021-09-06 21:00:19,2021-09-07 04:35:00,6574.785,5937.745,31.0,8.0625,34.525,254.475,3.355,31.6875,311.0,311.0,311.0,311.0,311.0
T-A402,2021-08-29 00:00:00,2021-08-31 04:30:00,2021-08-31 06:00:00,39.0,265.0,30.5,784.9,2021-09-01 16:11:02,2021-09-02 11:34:00,6468.86,2597.418,30.6421052631579,8.42921052631579,34.13026315789473,254.51052631578952,3.696315789473684,30.307894736842105,290.0,300.8,296.0,300.8,290.0,2021-09-03 03:31:00,2021-09-03 10:05:00,2.0186761114387584,1563.334,3155.865,2.9417777777777783,30.2,194.07873500071508,315.0,317.5,317.5,315.0,2021-09-03 00:00:00,2021-09-06 00:30:00,2021-09-06 01:30:00,40.0,308.0,30.5,784.8,2021-09-08 17:40:01,2021-09-09 13:22:00,6609.003,1649.331,30.83499999999999,8.3897,34.385000000000005,253.467,3.6374999999999993,30.352499999999992,299.0,303.2,299.0,303.2,299.0
T-A402,2021-08-29 00:00:00,2021-08-31 04:30:00,2021-08-31 06:00:00,39.0,265.0,30.5,784.9,2021-09-01 16:11:02,2021-09-02 11:34:00,6468.86,2597.418,30.6421052631579,8.42921052631579,34.13026315789473,254.51052631578952,3.696315789473684,30.307894736842105,290.0,300.8,296.0,300.8,290.0,2021-09-03 18:05:00,2021-09-04 08:25:00,2.0902973049424327,3156.927,6598.916,2.6619999999999995,30.76176470588235,214.49341176470588,310.2,307.6,310.2,301.0,2021-09-10 00:00:00,2021-09-14 03:30:00,2021-09-14 04:30:00,76.0,260.0,30.4,784.8,2021-09-14 14:08:20,2021-09-15 09:20:00,6372.777,4417.68,30.510526315789463,8.46678947368421,33.96973684210527,256.608947368421,3.646315789473684,30.189473684210515,280.0,278.2,279.1,280.0,275.0
T-A403,2021-08-30 00:00:00,2021-09-01 04:00:00,2021-09-01 05:00:00,29.0,250.0,30.3,784.8,2021-09-02 20:44:13,2021-09-03 16:25:00,6619.252,3530.976,30.466666666666654,8.321142857142858,34.18095238095238,251.4128571428571,3.641904761904761,30.303571428571423,296.0,287.8,292.0,296.0,287.8,2021-09-04 17:47:00,2021-09-05 14:23:00,4.007722288561435,1649.77,6611.82,1.9040434782608693,30.523913043478263,234.33126086956528,310.3,312.0,320.0,309.0,2021-09-05 00:00:00,2021-09-09 05:30:00,2021-09-09 06:30:00,92.5,295.0,30.8,784.7,2021-09-09 18:03:00,2021-09-10 13:48:00,6628.276,1640.216,30.91578947368421,8.258157894736842,34.59605263157895,254.58157894736848,3.4731578947368424,30.24473684210525,335.0,315.2,315.2,335.0,315.2
T-A404,2021-08-31 00:00:00,2021-09-02 04:10:00,2021-09-02 05:10:00,33.0,275.0,30.2,784.8,2021-09-04 14:05:33,2021-09-05 09:27:00,6581.961,2283.17,30.399999999999995,8.40884210526316,34.14473684210526,252.85736842105268,3.722631578947369,30.228947368421053,288.0,289.2,288.0,290.0,284.0,2021-09-07 20:50:00,2021-09-08 06:40:00,2.374575012017655,1716.225,4075.305,1.8221666666666667,30.23541666666667,242.0305,322.5,323.8,323.8,322.5,2021-09-08 00:00:00,2021-09-10 02:30:00,2021-09-10 03:30:00,29.0,290.0,30.4,784.7,2021-09-10 20:06:00,2021-09-11 15:50:00,6601.071,1618.549,30.605263157894743,8.218052631578946,34.507894736842104,254.62894736842108,3.440526315789474,30.292105263157893,320.0,316.5,320.0,333.0,316.5
T-A404,2021-08-31 00:00:00,2021-09-02 04:10:00,2021-09-02 05:10:00,33.0,275.0,30.2,784.8,2021-09-04 14:05:33,2021-09-05 09:27:00,6581.961,2283.17,30.399999999999995,8.40884210526316,34.14473684210526,252.85736842105268,3.722631578947369,30.228947368421053,288.0,289.2,288.0,290.0,284.0,2021-09-08 11:00:00,2021-09-08 21:28:00,1.6157242559783551,4084.861,6600.009,3.142214285714285,30.887500000000006,200.46707142857144,314.0,317.0,326.0,314.0,2021-09-08 00:00:00,2021-09-10 02:30:00,2021-09-10 03:30:00,29.0,290.0,30.4,784.7,2021-09-10 20:06:00,2021-09-11 15:50:00,6601.071,1618.549,30.605263157894743,8.218052631578946,34.507894736842104,254.62894736842108,3.440526315789474,30.292105263157893,320.0,316.5,320.0,333.0,316.5
T-A401,2021-09-02 00:00:00,2021-09-04 04:50:00,2021-09-04 04:50:00,46.0,275.0,30.5,784.7,2021-09-07 04:36:43,2021-09-07 20:25:00,5485.446,1613.835,31.0,8.375176470588235,34.56617647058823,251.7935294117647,3.668235294117647,30.220588235294112,310.0,309.3,310.0,310.0,309.3,2021-09-08 21:29:00,2021-09-09 09:30:00,2.79070672753654,1610.649,4494.849,2.656428571428571,30.442857142857147,226.8711428571428,311.0,310.5,320.0,310.5,2021-09-10 00:00:00,2021-09-11 04:10:00,2021-09-11 05:10:00,24.0,305.0,30.9,784.7,2021-09-13 18:53:08,2021-09-14 10:30:00,6609.822,2752.544,30.49411764705881,8.248764705882351,34.05294117647058,247.73294117647063,3.742941176470589,30.48529411764705,281.0,283.5,284.2,290.0,281.0
